# Epic Fight 20.9.5 biped clips converted for the 1.7.10 runtime
# name	duration	tracks	source
hit_long	0.7500	20	assets/epicfight/animmodels/animations/biped/combat/hit_long.json
hit_on_mount	0.6000	20	assets/epicfight/animmodels/animations/biped/combat/hit_on_mount.json
hit_shield_mainhand	0.0500	20	assets/epicfight/animmodels/animations/biped/combat/hit_shield_mainhand.json
hit_shield_offhand	0.0500	20	assets/epicfight/animmodels/animations/biped/combat/hit_shield_offhand.json
hit_short	0.0500	20	assets/epicfight/animmodels/animations/biped/combat/hit_short.json
hold_crossbow	2.6667	20	assets/epicfight/animmodels/animations/biped/living/hold_crossbow.json
hold_dual	2.6667	20	assets/epicfight/animmodels/animations/biped/living/hold_dual.json
hold_greatsword	2.6667	20	assets/epicfight/animmodels/animations/biped/living/hold_greatsword.json
hold_liechtenauer	2.6667	20	assets/epicfight/animmodels/animations/biped/living/hold_liechtenauer.json
hold_longsword	2.6667	20	assets/epicfight/animmodels/animations/biped/living/hold_longsword.json
hold_map_mainhand	3.3333	20	assets/epicfight/animmodels/animations/biped/living/hold_map_mainhand.json
hold_map_mainhand_move	3.3333	20	assets/epicfight/animmodels/animations/biped/living/hold_map_mainhand_move.json
hold_map_offhand	3.3333	20	assets/epicfight/animmodels/animations/biped/living/hold_map_offhand.json
hold_map_offhand_move	3.3333	20	assets/epicfight/animmodels/animations/biped/living/hold_map_offhand_move.json
hold_map_twohand	3.3333	20	assets/epicfight/animmodels/animations/biped/living/hold_map_twohand.json
hold_map_twohand_move	3.3333	20	assets/epicfight/animmodels/animations/biped/living/hold_map_twohand_move.json
hold_spear	2.6667	20	assets/epicfight/animmodels/animations/biped/living/hold_spear.json
hold_tachi	2.6667	20	assets/epicfight/animmodels/animations/biped/living/hold_tachi.json
hold_uchigatana	2.6667	20	assets/epicfight/animmodels/animations/biped/living/hold_uchigatana.json
hold_uchigatana_sheath	2.6667	20	assets/epicfight/animmodels/animations/biped/living/hold_uchigatana_sheath.json
idle	2.6667	20	assets/epicfight/animmodels/animations/biped/living/idle.json
javelin_aim_down	0.2833	20	assets/epicfight/animmodels/animations/biped/combat/javelin_aim_down.json
javelin_aim_lying	0.2833	20	assets/epicfight/animmodels/animations/biped/combat/javelin_aim_lying.json
javelin_aim_mid	0.2833	20	assets/epicfight/animmodels/animations/biped/combat/javelin_aim_mid.json
javelin_aim_up	0.2833	20	assets/epicfight/animmodels/animations/biped/combat/javelin_aim_up.json
javelin_throw_down	0.5833	20	assets/epicfight/animmodels/animations/biped/combat/javelin_throw_down.json
javelin_throw_lying	0.5833	20	assets/epicfight/animmodels/animations/biped/combat/javelin_throw_lying.json
javelin_throw_mid	0.5833	20	assets/epicfight/animmodels/animations/biped/combat/javelin_throw_mid.json
javelin_throw_up	0.5833	20	assets/epicfight/animmodels/animations/biped/combat/javelin_throw_up.json
jump	0.3167	20	assets/epicfight/animmodels/animations/biped/living/jump.json
kneel	2.6667	20	assets/epicfight/animmodels/animations/biped/living/kneel.json
knockdown	2.3333	20	assets/epicfight/animmodels/animations/biped/combat/knockdown.json
knockdown_wakeup_left	0.6000	20	assets/epicfight/animmodels/animations/biped/skill/knockdown_wakeup_left.json
knockdown_wakeup_right	0.6000	20	assets/epicfight/animmodels/animations/biped/skill/knockdown_wakeup_right.json
landing	0.8333	20	assets/epicfight/animmodels/animations/biped/living/landing.json
liechtenauer_ready	0.3000	20	assets/epicfight/animmodels/animations/biped/living/liechtenauer_ready.json
longsword_airslash	0.7000	20	assets/epicfight/animmodels/animations/biped/combat/longsword_airslash.json
longsword_auto1	1.3500	20	assets/epicfight/animmodels/animations/biped/combat/longsword_auto1.json
longsword_auto2	1.3500	20	assets/epicfight/animmodels/animations/biped/combat/longsword_auto2.json
longsword_auto3	1.2500	20	assets/epicfight/animmodels/animations/biped/combat/longsword_auto3.json
longsword_dash	1.3500	20	assets/epicfight/animmodels/animations/biped/combat/longsword_dash.json
longsword_liechtenauer_auto1	1.2500	20	assets/epicfight/animmodels/animations/biped/combat/longsword_liechtenauer_auto1.json
longsword_liechtenauer_auto2	1.2000	20	assets/epicfight/animmodels/animations/biped/combat/longsword_liechtenauer_auto2.json
longsword_liechtenauer_auto3	1.0833	20	assets/epicfight/animmodels/animations/biped/combat/longsword_liechtenauer_auto3.json
mob_dagger_onehand1	0.4167	20	assets/epicfight/animmodels/animations/biped/combat/mob_dagger_onehand1.json
mob_dagger_onehand2	0.4500	20	assets/epicfight/animmodels/animations/biped/combat/mob_dagger_onehand2.json
mob_dagger_onehand3	0.9167	20	assets/epicfight/animmodels/animations/biped/combat/mob_dagger_onehand3.json
mob_dagger_twohand1	1.0000	20	assets/epicfight/animmodels/animations/biped/combat/mob_dagger_twohand1.json
mob_dagger_twohand2	1.3333	20	assets/epicfight/animmodels/animations/biped/combat/mob_dagger_twohand2.json
mob_greatsword1	2.2000	20	assets/epicfight/animmodels/animations/biped/combat/mob_greatsword1.json
mob_longsword1	1.5500	20	assets/epicfight/animmodels/animations/biped/combat/mob_longsword1.json
mob_longsword2	1.0000	20	assets/epicfight/animmodels/animations/biped/combat/mob_longsword2.json
mob_onehand1	0.9500	20	assets/epicfight/animmodels/animations/biped/combat/mob_onehand1.json
mob_onehand2	0.9500	20	assets/epicfight/animmodels/animations/biped/combat/mob_onehand2.json
mob_spear_onehand	1.1000	20	assets/epicfight/animmodels/animations/biped/combat/mob_spear_onehand.json
mob_spear_twohand1	1.0000	20	assets/epicfight/animmodels/animations/biped/combat/mob_spear_twohand1.json
mob_spear_twohand2	1.0000	20	assets/epicfight/animmodels/animations/biped/combat/mob_spear_twohand2.json
mob_spear_twohand3	1.0000	20	assets/epicfight/animmodels/animations/biped/combat/mob_spear_twohand3.json
mob_sword_dual1	1.1667	20	assets/epicfight/animmodels/animations/biped/combat/mob_sword_dual1.json
mob_sword_dual2	1.1667	20	assets/epicfight/animmodels/animations/biped/combat/mob_sword_dual2.json
mob_sword_dual3	1.4000	20	assets/epicfight/animmodels/animations/biped/combat/mob_sword_dual3.json
mob_tachi_special	1.0000	20	assets/epicfight/animmodels/animations/biped/combat/mob_tachi_special.json
mob_throw	1.0000	20	assets/epicfight/animmodels/animations/biped/combat/mob_throw.json
mob_uchigatana1	0.7000	20	assets/epicfight/animmodels/animations/biped/combat/mob_uchigatana1.json
mob_uchigatana2	0.5667	20	assets/epicfight/animmodels/animations/biped/combat/mob_uchigatana2.json
mob_uchigatana3	0.7000	20	assets/epicfight/animmodels/animations/biped/combat/mob_uchigatana3.json
mount	2.0000	20	assets/epicfight/animmodels/animations/biped/living/mount.json
phantom_ascent_backward	0.7000	20	assets/epicfight/animmodels/animations/biped/skill/phantom_ascent_backward.json
phantom_ascent_forward	0.7000	20	assets/epicfight/animmodels/animations/biped/skill/phantom_ascent_forward.json
relentless_combo	1.1667	20	assets/epicfight/animmodels/animations/biped/skill/relentless_combo.json
revelation_normal	0.6667	20	assets/epicfight/animmodels/animations/biped/skill/revelation_normal.json
revelation_twohand	0.6667	20	assets/epicfight/animmodels/animations/biped/skill/revelation_twohand.json
roll_backward	0.6333	20	assets/epicfight/animmodels/animations/biped/skill/roll_backward.json
roll_forward	0.6333	20	assets/epicfight/animmodels/animations/biped/skill/roll_forward.json
run	0.5333	20	assets/epicfight/animmodels/animations/biped/living/run.json
run_dual	0.5333	20	assets/epicfight/animmodels/animations/biped/living/run_dual.json
run_greatsword	0.5333	20	assets/epicfight/animmodels/animations/biped/living/run_greatsword.json
run_longsword	0.5333	20	assets/epicfight/animmodels/animations/biped/living/run_longsword.json
run_spear	0.5333	20	assets/epicfight/animmodels/animations/biped/living/run_spear.json
run_uchigatana	0.4667	20	assets/epicfight/animmodels/animations/biped/living/run_uchigatana.json
run_uchigatana_sheath	0.5333	20	assets/epicfight/animmodels/animations/biped/living/run_uchigatana_sheath.json
rushing_tempo1	1.2833	20	assets/epicfight/animmodels/animations/biped/skill/rushing_tempo1.json
rushing_tempo2	1.2833	20	assets/epicfight/animmodels/animations/biped/skill/rushing_tempo2.json
rushing_tempo3	1.4500	20	assets/epicfight/animmodels/animations/biped/skill/rushing_tempo3.json
sharp_stab	1.2000	20	assets/epicfight/animmodels/animations/biped/skill/sharp_stab.json
shield_mainhand	8.3333	20	assets/epicfight/animmodels/animations/biped/living/shield_mainhand.json
shield_offhand	8.3333	20	assets/epicfight/animmodels/animations/biped/living/shield_offhand.json
sit	3.3333	20	assets/epicfight/animmodels/animations/biped/living/sit.json
sleep	2.6667	20	assets/epicfight/animmodels/animations/biped/living/sleep.json
sneak	0.7667	20	assets/epicfight/animmodels/animations/biped/living/sneak.json
spear_dash	1.2500	20	assets/epicfight/animmodels/animations/biped/combat/spear_dash.json
spear_mount_attack	0.8333	20	assets/epicfight/animmodels/animations/biped/combat/spear_mount_attack.json
spear_onehand_airslash	0.6000	20	assets/epicfight/animmodels/animations/biped/combat/spear_onehand_airslash.json
spear_onehand_auto	1.1667	20	assets/epicfight/animmodels/animations/biped/combat/spear_onehand_auto.json
spear_twohand_airslash	0.7000	20	assets/epicfight/animmodels/animations/biped/combat/spear_twohand_airslash.json
spear_twohand_auto1	1.0667	20	assets/epicfight/animmodels/animations/biped/combat/spear_twohand_auto1.json
spear_twohand_auto2	1.0500	20	assets/epicfight/animmodels/animations/biped/combat/spear_twohand_auto2.json
spyglass_mainhand	3.3333	20	assets/epicfight/animmodels/animations/biped/living/spyglass_mainhand.json
spyglass_offhand	3.3333	20	assets/epicfight/animmodels/animations/biped/living/spyglass_offhand.json
steel_whirlwind	2.5333	20	assets/epicfight/animmodels/animations/biped/skill/steel_whirlwind.json
steel_whirlwind_charging	0.6667	20	assets/epicfight/animmodels/animations/biped/skill/steel_whirlwind_charging.json
step_backward	0.3500	20	assets/epicfight/animmodels/animations/biped/skill/step_backward.json
step_forward	0.3500	20	assets/epicfight/animmodels/animations/biped/skill/step_forward.json
step_left	0.3500	20	assets/epicfight/animmodels/animations/biped/skill/step_left.json
step_right	0.3500	20	assets/epicfight/animmodels/animations/biped/skill/step_right.json
sweeping_edge	1.0000	20	assets/epicfight/animmodels/animations/biped/skill/sweeping_edge.json
swim	1.0000	20	assets/epicfight/animmodels/animations/biped/living/swim.json
sword_airslash	0.6167	20	assets/epicfight/animmodels/animations/biped/combat/sword_airslash.json
sword_auto1	0.6000	20	assets/epicfight/animmodels/animations/biped/combat/sword_auto1.json
sword_auto2	0.6000	20	assets/epicfight/animmodels/animations/biped/combat/sword_auto2.json
sword_auto3	0.6000	20	assets/epicfight/animmodels/animations/biped/combat/sword_auto3.json
sword_auto4	0.6250	20	assets/epicfight/animmodels/animations/biped/combat/sword_auto4.json
sword_dash	0.6000	20	assets/epicfight/animmodels/animations/biped/combat/sword_dash.json
sword_dual_airslash	0.6167	20	assets/epicfight/animmodels/animations/biped/combat/sword_dual_airslash.json
sword_dual_auto1	0.6000	20	assets/epicfight/animmodels/animations/biped/combat/sword_dual_auto1.json
sword_dual_auto2	0.6000	20	assets/epicfight/animmodels/animations/biped/combat/sword_dual_auto2.json
sword_dual_auto3	0.7500	20	assets/epicfight/animmodels/animations/biped/combat/sword_dual_auto3.json
sword_dual_dash	0.7500	20	assets/epicfight/animmodels/animations/biped/combat/sword_dual_dash.json
sword_mount_attack	0.5667	20	assets/epicfight/animmodels/animations/biped/combat/sword_mount_attack.json
tachi_auto1	1.2333	20	assets/epicfight/animmodels/animations/biped/combat/tachi_auto1.json
tachi_auto2	1.2333	20	assets/epicfight/animmodels/animations/biped/combat/tachi_auto2.json
tachi_auto3	1.1833	20	assets/epicfight/animmodels/animations/biped/combat/tachi_auto3.json
tachi_dash	1.4167	20	assets/epicfight/animmodels/animations/biped/combat/tachi_dash.json
the_guillotine	1.1000	20	assets/epicfight/animmodels/animations/biped/skill/the_guillotine.json
tool_dash	0.5833	20	assets/epicfight/animmodels/animations/biped/combat/tool_dash.json
trident_auto1	0.9000	20	assets/epicfight/animmodels/animations/biped/combat/trident_auto1.json
trident_auto2	0.9000	20	assets/epicfight/animmodels/animations/biped/combat/trident_auto2.json
trident_auto3	0.9000	20	assets/epicfight/animmodels/animations/biped/combat/trident_auto3.json
tsunami	1.5000	20	assets/epicfight/animmodels/animations/biped/skill/tsunami.json
tsunami_reinforced	1.3833	20	assets/epicfight/animmodels/animations/biped/skill/tsunami_reinforced.json
uchigatana_airslash	0.5000	20	assets/epicfight/animmodels/animations/biped/combat/uchigatana_airslash.json
uchigatana_auto1	0.8500	20	assets/epicfight/animmodels/animations/biped/combat/uchigatana_auto1.json
uchigatana_auto2	0.8500	20	assets/epicfight/animmodels/animations/biped/combat/uchigatana_auto2.json
uchigatana_auto3	0.8500	20	assets/epicfight/animmodels/animations/biped/combat/uchigatana_auto3.json
uchigatana_dash	1.2167	20	assets/epicfight/animmodels/animations/biped/combat/uchigatana_dash.json
uchigatana_scrap	0.5000	20	assets/epicfight/animmodels/animations/biped/living/uchigatana_scrap.json
uchigatana_sheath_airslash	0.6167	20	assets/epicfight/animmodels/animations/biped/combat/uchigatana_sheath_airslash.json
uchigatana_sheath_auto	0.8333	20	assets/epicfight/animmodels/animations/biped/combat/uchigatana_sheath_auto.json
uchigatana_sheath_dash	0.8500	20	assets/epicfight/animmodels/animations/biped/combat/uchigatana_sheath_dash.json
walk	0.7833	20	assets/epicfight/animmodels/animations/biped/living/walk.json
walk_greatsword	0.7833	20	assets/epicfight/animmodels/animations/biped/living/walk_greatsword.json
walk_liechtenauer	0.7833	20	assets/epicfight/animmodels/animations/biped/living/walk_liechtenauer.json
walk_longsword	0.7333	20	assets/epicfight/animmodels/animations/biped/living/walk_longsword.json
walk_spear	0.7833	20	assets/epicfight/animmodels/animations/biped/living/walk_spear.json
walk_twohand	0.6000	20	assets/epicfight/animmodels/animations/biped/living/walk_twohand.json
walk_uchigatana	0.8000	20	assets/epicfight/animmodels/animations/biped/living/walk_uchigatana.json
walk_uchigatana_sheath	0.7833	20	assets/epicfight/animmodels/animations/biped/living/walk_uchigatana_sheath.json
wrathful_lighting	1.3333	20	assets/epicfight/animmodels/animations/biped/skill/wrathful_lighting.json
